00001;Rua da Minha Casa 321;#00001;2016-06-08T21:26:04.464;2016-06-08T22:56:04.462;2.5;Pagamento em moedas;##00002;2016-06-08T21:26:04.474;2016-06-08T23:26:04.474;3.0;Cart√£o recarreg√°vel;##00003;2016-06-08T21:26:04.478;2016-06-08T22:56:04.477;2.5;Pagamento em moedas;##00004;2016-06-08T21:26:04.487;2016-06-08T23:26:04.487;3.0;Pagamento em moedas;##00005;2016-06-08T21:26:04.518;2016-06-08T22:46:04.517;2.0;Pagamento em moedas;##00006;2016-06-08T21:26:04.529;2016-06-08T23:26:04.529;3.0;Cart√£o recarreg√°vel;##00007;2016-06-08T21:26:04.535;2016-06-08T21:56:04.535;0.75;Pagamento em moedas;#7;16.75;
00001;Rua da Minha Casa, 321;#00001;2016-06-09T13:00:15.588;2016-06-09T14:30:15.588;2.5;Pagamento em moedas;#1;2.5;
00001;Rua da Minha Casa, 321;#00002;2016-06-09T13:00:15.598;2016-06-09T15:00:15.598;3.0;Cart„o recarreg·vel;#1;3.0;
00001;Rua da Minha Casa, 321;#00003;2016-06-09T13:00:15.598;2016-06-09T14:30:15.598;2.5;Pagamento em moedas;#1;2.5;
00001;Rua da Minha Casa, 321;#00004;2016-06-09T13:00:15.598;2016-06-09T15:00:15.598;3.0;Pagamento em moedas;#1;3.0;
00001;Rua da Minha Casa, 321;#00005;2016-06-09T13:00:15.608;2016-06-09T14:20:15.608;2.0;Pagamento em moedas;#1;2.0;
00001;Rua da Minha Casa, 321;#00006;2016-06-09T13:00:15.608;2016-06-09T15:00:15.608;3.0;Cart„o recarreg·vel;#1;3.0;
00001;Rua da Minha Casa, 321;#00007;2016-06-09T13:00:15.608;2016-06-09T13:30:15.608;0.75;Pagamento em moedas;#1;0.75;
00001;Rua da Minha Casa, 321;#00001;2016-06-09T13:13:07.242;2016-06-09T14:43:07.241;2.5;Pagamento em moedas;#1;2.5;
00001;Rua da Minha Casa, 321;#00002;2016-06-09T13:13:07.267;2016-06-09T15:13:07.267;3.0;Cart„o recarreg·vel;#1;3.0;
00001;Rua da Minha Casa, 321;#00003;2016-06-09T13:13:07.268;2016-06-09T14:43:07.268;2.5;Pagamento em moedas;#1;2.5;
00001;Rua da Minha Casa, 321;#00004;2016-06-09T13:13:07.270;2016-06-09T15:13:07.270;3.0;Pagamento em moedas;#1;3.0;
00001;Rua da Minha Casa, 321;#00005;2016-06-09T13:13:07.272;2016-06-09T14:33:07.272;2.0;Pagamento em moedas;#1;2.0;
00001;Rua da Minha Casa, 321;#00006;2016-06-09T13:13:07.275;2016-06-09T15:13:07.275;3.0;Cart„o recarreg·vel;#1;3.0;
